fatcat,-1
blissfully,1
loose,-1
rigid,-1
violation,-1
well-informed,1
trusted,1
mismanage,-1
grotesque,-1
overturn,-1
well-positioned,1
posturing,-1
first-in-class,1
calamities,-1
gauche,-1
bondage,-1
equitable,1
apprehensive,-1
wonderfully,1
excite,1
restructure,1
arrogantly,-1
brilliantly,1
sinful,-1
fat,-1
thwart,-1
inconsequently,-1
detested,-1
volatile,-1
praise,1
confrontation,-1
conflicts,-1
mortify,-1
glorious,1
durable,1
dirts,-1
thrills,1
stronger,1
excruciating,-1
cheap,-1
jubilantly,1
gibber,-1
disdain,-1
travesties,-1
fanatics,-1
pre-eminent,1
insular,-1
besiege,-1
flabbergast,-1
excellant,1
upbraid,-1
advantageous,1
grumble,-1
astonished,1
inequalities,-1
zap,-1
stuttered,-1
anti-,-1
dumbfounding,1
immaculately,1
poised,1
enviably,1
torture,-1
sore,-1
smart,1
pestilent,-1
contravene,-1
grind,-1
carefree,1
recklessly,-1
villains,-1
corrosions,-1
blissful,1
mercy,1
misguidance,-1
ebullience,1
phenomenal,1
adverse,-1
mocks,-1
gumption,1
superstitious,-1
rotten,-1
ferocity,-1
inconsequentially,-1
timidity,-1
delays,-1
dead-cheap,1
garbage,-1
revere,1
spiritless,-1
encouraging,1
innovation,1
delightfully,1
blurs,-1
aggressive,-1
perplexity,-1
extol,1
desolately,-1
mispronounced,-1
preferable,1
deginified,1
overreach,-1
improvements,1
delay,-1
sloppy,-1
cranky,-1
propitiously,1
restriction,-1
satirical,-1
exultation,1
enticingly,1
providence,1
incorrigibly,-1
costly,-1
insupportable,-1
fatal,-1
pinnacle,1
rejuvenating,1
pleases,1
flashy,1
remorseful,-1
enhanced,1
illuminating,1
backwood,-1
overloaded,-1
rejoice,1
unimportant,-1
sensitive,1
steadiness,1
grand,1
naive,-1
dispiriting,-1
sincerely,1
unfortunately,-1
stump,-1
stridently,-1
disruptive,-1
accomplishments,1
commodious,1
jarring,-1
preferably,1
aches,-1
terrifically,1
enviously,1
weird,-1
accurate,1
paradise,1
proving,1
weakness,-1
evaluative,1
luxuriant,1
instigators,-1
bastards,-1
debauch,-1
hardheaded,-1
malignant,-1
disgracefully,-1
conscientious,1
tacky,-1
absent-minded,-1
magical,1
sweetly,1
manipulation,-1
impressively,1
preferes,1
depravedly,-1
riled,-1
smoothly,1
well-established,1
poise,1
vibration,-1
peach,1
masterfully,1
detracting,-1
succeed,1
garish,-1
fallaciousness,-1
togetherness,1
run-down,-1
overzealous,-1
worse,-1
courageously,1
exult,1
stumbled,-1
pleasingly,1
mesmerize,1
fawningly,-1
incomparable,-1
unproductive,-1
inaction,-1
provocative,-1
overstatement,-1
likable,1
impassioned,1
scams,-1
peaceful,1
undetermined,-1
wealthy,1
blurry,-1
invective,-1
discriminate,-1
alluringly,1
coupists,-1
refuse,-1
positive,1
hypocricy,-1
eloquently,1
foully,-1
mangle,-1
revolting,-1
distinguished,1
flareup,-1
sour,-1
shameful,-1
shamelessly,-1
altercation,-1
loot,-1
bewilder,-1
ambitiously,1
staunch,1
painlessly,1
layoff-happy,-1
prate,-1
elevate,1
elan,1
charitable,1
destitute,-1
exhausted,-1
luxuriously,1
hopeless,-1
regal,1
soundly,1
smiles,1
jolly,1
stingingly,-1
stern,-1
happily,1
exhorbitant,-1
readable,1
downheartedly,-1
upgradeable,1
rhetorical,-1
smile,1
streamlined,1
attune,1
delightful,1
imposing,-1
toxic,-1
faulty,-1
impolitely,-1
straightforward,1
simplifies,1
disturbed,-1
invidiousness,-1
preferring,1
affront,-1
danke,1
cleanliness,1
intense,-1
spiritual,1
baffling,-1
soft,1
scare,-1
nourishment,1
blasted,-1
perilous,-1
effectual,1
instructive,1
celebrate,1
disgraceful,-1
weep,-1
jagged,-1
effectiveness,1
shirker,-1
wins,1
trample,-1
dazzle,1
consistently,1
influential,1
amazement,1
tediously,-1
downturn,-1
unsettled,-1
discredit,-1
deficiencies,-1
interesting,1
enticed,1
acridly,-1
surpass,1
proper,1
tanked,-1
sputter,-1
sorry,-1
divine,1
injustices,-1
fantastic,1
warily,-1
estranged,-1
inteferes,-1
gape,-1
recommend,1
fruitlessly,-1
defiant,-1
cringed,-1
satisfy,1
goodwill,1
dishonorable,-1
hallmarks,1
inexpiable,-1
liking,1
forebodingly,-1
astutely,1
hangs,-1
glee,1
2-faces,-1
indignant,-1
errant,-1
scathing,-1
fleed,-1
serene,1
loveless,-1
horrify,-1
crude,-1
refusing,-1
liked,1
congratulate,1
sumptuously,1
lethargy,-1
hooray,1
matchless,1
excoriate,-1
craziness,-1
infallibly,1
daring,1
refined,1
sloow,-1
deterioration,-1
split,-1
misery,-1
spectacular,1
melodramatic,-1
crafty,-1
ecstasy,1
bribery,-1
altruistic,1
injudicious,-1
abuse,-1
supremacy,1
meager,-1
revolutionary,1
hurtful,-1
heroic,1
fans,1
hurts,-1
coherent,1
cheaply,-1
misbecoming,-1
dispirited,-1
mendacious,-1
meaningful,1
darkness,-1
leery,-1
suitable,1
beutifully,1
amiabily,1
shabby,-1
indulgence,1
flagrant,-1
glisten,1
legendary,1
superb,1
well-run,1
disparaging,-1
oblivious,-1
torrent,-1
subservient,-1
finicky,-1
sensibly,1
favorite,1
self-satisfaction,1
dissatisfy,-1
nicest,1
inspirational,1
dripped,-1
drop-outs,-1
astound,1
catastrophically,-1
sparkling,1
banish,-1
sensation,1
sweaty,-1
outshine,1
fashionable,1
denial,-1
worry,-1
dirt-cheap,1
devilry,-1
ingeniously,1
intransigence,-1
oversight,-1
luckiness,1
expertly,1
antipathy,-1
transparent,1
enticing,1
anti-us,-1
discord,-1
dark,-1
miscreant,-1
infuriating,-1
bravery,1
cramping,-1
dishonesty,-1
better-known,1
insightfully,1
impede,-1
discomfititure,-1
patriotic,1
fury,-1
raping,-1
friendly,1
contrasty,1
backbite,-1
illusory,-1
sturdier,1
assurances,1
demon,-1
rancor,-1
disappointment,-1
beauty,1
rational,1
liar,-1
extravagantly,-1
wondrous,1
conceded,-1
prowess,1
picketed,-1
good,1
enjoy,1
unraveled,-1
naÔve,-1
lifesaver,1
slanderously,-1
steep,-1
endorses,1
unspecified,-1
fancy,1
charm,1
exhilarating,1
aversion,-1
isolate,-1
restful,1
betrayal,-1
loving,1
suavely,1
mispronounces,-1
unmatched,1
impertinent,-1
intractable,-1
hardships,-1
deadweight,-1
unaccustomed,-1
super,1
fudge,-1
stealing,-1
grieve,-1
zaps,-1
dastard,-1
virtuously,1
anxious,-1
apprehensively,-1
destitution,-1
dust,-1
harmonious,1
malcontented,-1
drags,-1
taut,-1
unabashedly,1
amity,1
impartiality,1
incomprehension,-1
regard,1
charisma,1
flickering,-1
honorable,1
fast-paced,1
hideousness,-1
debauchery,-1
flaunt,-1
reformed,1
concern,-1
lighter,1
comprehensive,1
receptive,1
retarded,-1
rifts,-1
confident,1
tantalize,1
straighten,1
jumpy,-1
appreciated,1
propagandize,-1
time-honored,1
admiringly,1
revolutionizes,1
obtainable,1
flickers,-1
standout,1
cherish,1
complacent,-1
naively,-1
cave,-1
horrifying,-1
beckon,1
frenetically,-1
botch,-1
revolt,-1
unintelligile,-1
nifty,1
displeasing,-1
belabor,-1
versatile,1
understandable,1
faithfulness,1
rock-star,1
aggravation,-1
best-performing,1
generous,1
teasingly,-1
enmity,-1
offending,-1
flimsy,-1
cringes,-1
faster,1
villian,-1
marveled,1
anarchist,-1
polite,1
impatiently,-1
respectful,1
crass,-1
hardliners,-1
abruptly,-1
less-developed,-1
gravely,-1
perfection,1
writhe,-1
retard,-1
sincere,1
undisputable,1
worked,1
disoriented,-1
lie,-1
amazing,1
eases,1
posh,1
crummy,-1
fruitful,1
implication,-1
breakthrough,1
carnage,-1
helping,1
excited,1
false,-1
thriving,1
brand-new,1
belligerent,-1
fashionably,1
panicked,-1
spoil,-1
commotion,-1
cute,1
sharp,1
murderer,-1
ecstatically,1
overjoyed,1
attentive,1
repugnant,-1
penalty,-1
stranger,-1
failed,-1
unequal,-1
delicate,1
halfheartedly,-1
wildly,-1
brainwash,-1
unbearablely,-1
offensiveness,-1
wasting,-1
dominate,1
degradation,-1
picket,-1
enhance,1
bleeding,-1
cataclysmically,-1
fiasco,-1
scapegoat,-1
oppressively,-1
unlimited,1
ease,1
spewing,-1
relief,1
dejectedly,-1
downturns,-1
reckless,-1
dirtbag,-1
fav,1
flourish,1
laggy,-1
uninsured,-1
master,1
stylized,1
insincere,-1
troublesome,-1
freed,1
agile,1
advocate,1
shimmer,-1
oppressiveness,-1
inequitably,-1
inexpensive,1
humble,1
decency,1
irrational,-1
memorable,1
bafflement,-1
tenacity,1
despondent,-1
absurd,-1
badly,-1
importune,-1
revel,1
despondence,-1
enrapture,1
abort,-1
degrade,-1
thrilling,1
invaluable,1
upgradable,1
auspicious,1
lucky,1
dawn,1
sweet,1
sublime,1
counter-productive,-1
demonized,-1
disrespect,-1
harried,-1
exaggerate,-1
upscale,1
hegemonism,-1
reprehension,-1
triumphal,1
authentic,1
honor,1
dissappointed,-1
happy,1
individualized,1
aggravate,-1
succeeded,1
hype,-1
irreplacible,-1
accomodative,1
handier,1
finest,1
plusses,1
aspiration,1
ill-treated,-1
strict,-1
selective,1
inspire,1
hospitable,1
palatial,1
creeping,-1
redeeming,1
menacingly,-1
spewed,-1
overtaken,1
tougher,1
shaky,-1
madness,-1
bum,-1
spookily,-1
irreplaceable,1
2-faced,-1
nervously,-1
lambast,-1
silent,1
proficient,1
darkened,-1
antagonism,-1
underpowered,-1
flabbergasted,-1
misguide,-1
conflicted,-1
chronic,-1
exceeds,1
punk,-1
marvel,1
sabotage,-1
gleeful,1
awesome,1
refresh,1
womanizer,-1
paramount,1
restructured,1
hegemonistic,-1
exuberance,1
crashing,-1
acerbic,-1
stains,-1
fascination,1
fame,1
blurred,-1
rewardingly,1
mistake,-1
respite,1
beautiful,1
propitious,1
trivial,-1
recourses,-1
pitiless,-1
hectic,-1
exile,-1
gorgeous,1
inopportune,-1
worsening,-1
excruciatingly,-1
underlings,-1
mastery,1
scenic,1
profound,1
fine-looking,1
gabble,-1
contribution,1
disillusionment,-1
thankless,-1
dignify,1
incitement,-1
appreciatively,1
trap,-1
adulate,1
disregard,-1
irresistible,1
discontentedly,-1
protracted,-1
intimacy,1
perturbed,-1
despot,-1
laughable,-1
romantic,1
peril,-1
luxury,1
keenly,1
richly,1
gain,1
horrifys,-1
dim,-1
effortless,1
annoyance,-1
steadiest,1
offensively,-1
satisfying,1
clouding,-1
weed,-1
effortlessly,1
self-destructive,-1
rremediable,-1
enough,1
traumatized,-1
fancier,1
frenzied,-1
godsend,1
scrap,-1
swindle,-1
infuriatingly,-1
tops,1
polluters,-1
reputable,1
holy,1
defamations,-1
lost,-1
monumental,1
recalcitrant,-1
distinctive,1
untrustworthy,-1
irksomenesses,-1
reasonable,1
incredulously,-1
improperly,-1
burning,-1
sunk,-1
shimmeringly,1
humorously,1
superfluous,-1
crumble,-1
emptiness,-1
inexplainable,-1
break-up,-1
unfeeling,-1
hardball,-1
recommendation,1
fraught,-1
appreciative,1
rapturous,1
blaspheme,-1
rusts,-1
workable,1
problems,-1
plush,1
puzzling,-1
gratitude,1
visionary,1
lugubrious,-1
rewarding,1
proves,1
problem,-1
submissive,-1
subdued,-1
notoriously,-1
handy,1
inadvisably,-1
worsen,-1
cool,1
uneconomical,-1
coolest,1
galling,-1
venomous,-1
enthrall,1
relish,1
gleefully,1
believable,1
pittance,-1
gratifyingly,1
blah,-1
low-priced,1
inhospitality,-1
obscenity,-1
appropriate,1
gooood,1
petrify,-1
richness,1
intrigue,1
bothers,-1
mists,-1
manageable,1
kindly,1
fugitive,-1
snagging,-1
jubiliant,1
god-given,1
admonition,-1
dreamland,1
pricey,-1
lapses,-1
stately,1
crisper,1
accursed,-1
scarce,-1
guilty,-1
pleasant,1
adoringly,1
treacherously,-1
mawkishly,-1
glimmering,1
hubris,-1
gimmicking,-1
crashed,-1
refinement,1
unforeseen,-1
arbitrary,-1
intelligent,1
unacceptable,-1
eviscerate,-1
depressions,-1
corrupting,-1
proficiently,1
illusions,-1
malady,-1
shit,-1
crooks,-1
seething,-1
unproving,-1
dotingly,1
impartially,1
exasperate,-1
cohere,1
heartbreakingly,-1
downbeat,-1
unreal,1
saintliness,1
unlikely,-1
magnanimous,1
delightfulness,1
plight,-1
victory,1
blasphemy,-1
reproach,-1
dissent,-1
phony,-1
upset,-1
tantalizing,1
inexorable,-1
commendably,1
eager,1
aimless,-1
inaccurately,-1
awe,1
goof,-1
muddy,-1
destabilisation,-1
detesting,-1
openness,1
rife,-1
unavoidably,-1
heroize,1
remarkable,1
doom,-1
imaginative,1
amazed,1
speedily,1
magic,1
delaying,-1
astonishing,1
degrading,-1
exceed,1
invaluablely,1
reprovingly,-1
comfort,1
invigorate,1
cunts,-1
offensive,-1
catastrophies,-1
scandalize,-1
dumbfound,-1
immobilized,-1
sadly,-1
backwardness,-1
sweeping,1
improbably,-1
travesty,-1
chatterbox,-1
hideous,-1
empathize,1
bloom,1
precise,1
affirmation,1
famine,-1
annoying,-1
rip-off,-1
worthwhile,1
arrogance,-1
subsidize,1
untrue,-1
flaky,-1
illegal,-1
dismayingly,-1
shiny,1
breakthroughs,1
scummy,-1
brutalize,-1
catastrophic,-1
truant,-1
terrible,-1
famous,1
suppression,-1
misdirection,-1
drips,-1
jealous,-1
vibrated,-1
choppy,-1
thoughtful,1
stimulate,1
backbiting,-1
peaceable,1
earnestly,1
impolitic,-1
cheat,-1
purify,1
disorient,-1
plentiful,1
excitedly,1
repress,-1
considerate,1
disapointment,-1
underdog,-1
salute,1
backward,-1
pessimism,-1
comfy,1
disadvantages,-1
addicting,-1
honored,1
eminence,1
smooth,1
radicalization,-1
precisely,1
marvels,1
damnable,-1
outstrip,1
incongruously,-1
disappointingly,-1
insensitivity,-1
conscons,-1
donside,-1
topnotch,1
motivated,1
illustrious,1
affectionate,1
champion,1
deprecate,-1
stench,-1
refine,1
gallantly,1
screwy,-1
helpful,1
flatteringly,1
succes,1
optimistic,1
agreeableness,1
helplessly,-1
frozen,-1
fanfare,1
passionately,1
hum,-1
prosperous,1
traction,1
kudos,1
oversize,-1
break,-1
resplendent,1
zenith,1
entertains,1
extraordinary,1
uproariously,-1
panic,-1
brightest,1
ruin,-1
limitations,-1
lame,-1
uncivil,-1
dissolution,-1
dissonantly,-1
inappropriately,-1
peacefully,1
draconic,-1
impediment,-1
finely,1
problem-free,1
maturely,1
satisfies,1
helped,1
gaily,1
odder,-1
worrisome,-1
discontented,-1
cussed,-1
astray,-1
supurbly,1
catastrophes,-1
ironic,-1
defamation,-1
misjudge,-1
lividly,-1
disrepute,-1
deluge,-1
loyal,1
inconceivable,-1
evasion,-1
crowded,-1
purposeful,1
freedoms,1
effusively,1
displace,-1
stunned,1
evasive,-1
stressful,-1
dilly-dally,-1
sin,-1
slooow,-1
reproachful,-1
exceled,1
injustice,-1
taunting,-1
neat,1
warlike,-1
dehumanization,-1
asinine,-1
conveniently,1
err-free,1
suffice,1
contemptible,-1
eye-catching,1
fatalistically,-1
promised,1
remarkably,1
shun,-1
compact,1
infamously,-1
starvation,-1
terribleness,-1
spellbound,1
vouchsafe,1
impetuously,-1
resilient,1
ineptitude,-1
endearing,1
stability,1
grievance,-1
cajole,1
ignoble,-1
anti-white,-1
intransigent,-1
incessant,-1
prisoner,-1
disaster,-1
abused,-1
shady,-1
altruistically,1
wrest,-1
chasten,-1
injure,-1
well-connected,1
levity,1
audibly,1
ftw,1
pamperedness,1
exhilaratingly,1
ebullient,1
accommodative,1
luckiest,1
unfounded,-1
risk-free,1
eruptions,-1
mercilessly,-1
disgustfully,-1
suck,-1
undaunted,1
collapse,-1
incredible,1
clean,1
infernal,-1
lawfully,1
threats,-1
prosecute,-1
self-criticism,-1
malevolently,-1
pamperedly,1
trusty,1
blunder,-1
cozy,1
ineffective,-1
unwieldy,-1
compactly,1
obstinately,-1
unqualified,-1
blockhead,-1
bungler,-1
backaching,-1
malice,-1
pratfall,-1
moan,-1
lewd,-1
alluring,1
gladness,1
commendable,1
pointless,-1
rectification,1
musty,-1
low-risk,1
deplorable,-1
tough,1
gem,1
supporter,1
thrive,1
macabre,-1
depraved,-1
well-bred,1
castigate,-1
forlornly,-1
siege,-1
dismissive,-1
neatest,1
junkyard,-1
viewable,1
outperforming,1
successfully,1
unyielding,-1
wariness,-1
exorbitantly,-1
masterpieces,1
trendy,1
diligence,1
distracting,-1
patriot,1
rumbling,-1
fortuitous,1
idiocies,-1
peculiarly,-1
balanced,1
unstable,-1
foolish,-1
struggles,-1
envious,1
disbeliever,-1
disavowal,-1
spinster,-1
hollow,-1
misgivings,-1
fatigue,-1
insufficiency,-1
enrage,-1
avid,1
swank,1
drunken,-1
quieter,1
overpriced,-1
bane,-1
modern,1
poisonously,-1
perversely,-1
shroud,-1
amicability,1
inconvenience,-1
powerfully,1
raptureously,1
darken,-1
massacres,-1
affectation,1
flimflam,-1
unity,1
selfishly,-1
privileged,1
world-famous,1
genuine,1
outstanding,1
praiseworthy,1
wickedly,-1
pretty,1
carp,-1
generosity,1
itch,-1
chastise,-1
regally,1
talent,1
refuses,-1
blessing,1
oversimplified,-1
usurp,-1
bullshyt,-1
senseless,-1
brilliant,1
accurately,1
shipwreck,-1
scandalized,-1
awestruck,1
precious,1
mistakes,-1
excellently,1
brazenly,-1
impresses,1
exhilarate,1
brighten,1
cruelest,-1
gangster,-1
industrious,1
undermine,-1
exultingly,1
dump,-1
light-hearted,1
bankrupt,-1
earnestness,1
fulminate,-1
willing,1
slander,-1
fulfillment,1
hawkish,-1
tenderly,1
desperately,-1
excels,1
incomparably,-1
conciliate,1
chic,1
uproarously,-1
perfect,1
blind,-1
steadfast,1
well-rounded,1
cleverly,1
angrily,-1
comfortably,1
goodly,1
sly,-1
solid,1
horrendously,-1
